week_start,week_end,week_number,year_number,partner_count,Promo,Natural Search Visits,competitor_change_flag,channel 0_spend,channel 0_clicks,channel 0_impressions,Channel 14_spend,Channel 14_clicks,Channel 14_impressions,Channel 1_spend,Channel 1_clicks,Channel 1_impressions,Channel 2_spend,Channel 2_clicks,Channel 2_impressions,Channel 3_spend,Channel 3_clicks,Channel 3_impressions,Channel 15_spend,Channel 15_clicks,Channel 15_impressions,Channel 4_spend,Channel 4_clicks,Channel 4_impressions,Channel 5_spend,Channel 5_clicks,Channel 5_impressions,Channel 6_spend,Channel 6_clicks,Channel 6_impressions,Channel 7_spend,Channel 7_clicks,Channel 7_impressions,Channel 8_spend,Channel 8_clicks,Channel 8_impressions,Channel 9_spend,Channel 9_clicks,Channel 9_impressions,Channel 10_spend,Channel 10_clicks,Channel 10_impressions,Channel 11_spend,Channel 11_clicks,Channel 11_impressions,Channel 12_spend,Channel 12_clicks,Channel 12_impressions,Channel 13_spend,Channel 13_clicks,Channel 13_impressions,Subscriptions
9/5/2022,9/11/2022,37,2022,10,0,18625.7376,0,4564.762136678466,2391.537787,9620.378829,1494.7384402786884,231.5566405,8214.559035,,,,768.6281134148377,1349.768259,178370.6424,15084.010129906212,2871.402386,23765.54388,14990.349540533054,672.982899,17667.50471,,,,7110.891781373012,1305.338988,84786.97212,23500.023504896242,277.4135472,337308.1265,34436.95197244903,1836.053984,389920.8737,,,,,,,,,,,,,12914.303310413881,262.6902064,38225.58902,,,,264.8124289
9/12/2022,9/18/2022,38,2022,17,0,16098.37731,0,3850.007759,3259.037283,12073.09477,2974.487222103678,-11.43561065,3986.846929,,,,2078.257024564515,606.2226223,115690.7044,11743.197942964169,3780.972596,31105.10978,15649.93219131036,637.0062549,26900.29966,,,,1279.9809311708236,959.1336017,5936.325577,13140.716800976548,1149.94522,201646.3841,18433.18930028138,1167.310047,322257.5527,,,,,,,,,,,,,6466.539619768451,396.094301,116238.6898,,,,316.0890098
9/19/2022,9/25/2022,39,2022,12,0,24803.67365,0,3755.2022782834106,2656.078946,8134.624839,1177.957754681156,31.40751025,7336.464715,,,,4001.5731384199885,743.4425385,75821.86495,15055.499633322244,4242.920639,30208.28326,8337.352229244876,516.087636,22071.73681,,,,,,,13779.171383916626,-209.7762449,25513.22177,22578.20308344532,555.3216675,180441.2516,,,,,,,,,,,,,9495.818937642332,216.6916894,78328.33927,,,,96.76434629
9/26/2022,10/2/2022,40,2022,19,1,21092.20973,0,541.4947121957432,2360.984027,10741.84699,869.8498811,28.90330276,-11253.67899,,,,711.5319159862761,561.417359,67810.01157,8978.801085274883,4155.866866,35636.82578,8314.455211349832,1121.725664,20952.04745,,,,,,,8640.331006956763,365.5080373,252253.9938,24443.540414374278,381.9588377,264502.2656,,,,,,,,,,,,,9069.375167263044,379.8967929,22845.63594,,,,176.6833523
10/3/2022,10/9/2022,41,2022,12,1,22926.78545,0,1641.8563476199001,3286.156717,11841.74232,1525.6930682654827,61.4151191,-6045.456632,,,,4426.765652508596,707.8658296,88966.65972,9752.523816,3255.033103,10072.46813,8357.064577239875,1403.001132,51721.02932,,,,,,,23777.27221009837,248.6426951,312676.999,30044.966713141897,2477.764629,461856.6866,,,,,,,,,,,,,6588.6532851338325,360.9139538,-9278.637659,,,,204.0372102
10/10/2022,10/16/2022,42,2022,14,0,17276.49525,0,1698.5104907800574,2351.284598,11594.81703,424.4450671225888,59.90446359,-5413.464024,,,,1644.759540591102,5188.846357,677757.7205,9035.708467903522,3291.817363,7656.322509,18872.887696042162,1705.972922,20438.14152,,,,,,,11907.499481945684,641.9568153,309092.1747,15125.758076204618,2025.117711,439112.8368,,,,,,,,,,,,,14890.817747678377,187.5035873,85257.71979,,,,298.7984059
10/17/2022,10/23/2022,43,2022,11,0,22840.55355,0,2442.653482486116,3076.739711,12671.69076,1977.2153763788374,171.101286,-2221.621989,,,,441.5961313718424,443.5479996,92302.57872,9098.884413625834,4394.435866,4847.054724,6500.512193137057,1609.002816,17802.72046,,,,,,,27997.62879351217,1152.306557,522517.8258,74909.75089971875,3735.85559,1034230.887,,,,,,,,,,,,,4257.650315734338,39.03752605,-16569.68209,,,,353.7300175
10/24/2022,10/30/2022,44,2022,20,0,25394.82762,0,3518.5063730221386,2652.387848,9240.086767,2172.000712,-195.1689934,19919.18822,,,,,,,11815.271553574463,3977.175583,8021.392286,14286.12302,1425.081944,24472.72927,,,,,,,26369.374091997288,1211.388753,574514.5017,34568.51609206036,3124.706734,770651.4772,,,,,,,,,,,,,9596.816033189698,-44.15216957,149072.5628,,,,265.6974822
10/31/2022,11/6/2022,45,2022,15,1,22335.9431,0,2070.6492901999827,2347.931423,13760.53032,1834.2855970195528,-185.7926346,-3402.873395,,,,,,,5661.165871003384,3318.323288,10082.88409,25085.71135096132,1741.554415,61820.54589,,,,,,,21121.53379906428,690.15975,451735.4658,30676.907025952183,2581.620582,521331.5404,,,,,,,,,,,,,12480.968785837653,229.977571,48088.14072,,,,342.4044772
11/7/2022,11/13/2022,46,2022,16,1,20891.27893,0,1496.3108346412162,2111.95104,9055.131325,2483.0192512861004,-31.2437896,-13349.33493,,,,,,,2985.231990043668,1765.898774,5862.221425,5805.472920082226,1018.60181,34296.63591,,,,,,,14416.729474827865,710.6881966,325661.8602,17551.51609950651,2240.185993,662775.0971,,,,,,,,,,,,,10720.078462852154,10.06245423,-14960.93303,,,,426.9168466
11/14/2022,11/20/2022,47,2022,11,0,18851.75009,0,1455.077317,2509.788147,11482.33003,2389.8138261602066,115.1203566,9498.225734,,,,,,,8640.397030278975,3429.037865,6831.05175,3826.6375912034505,1286.529742,46207.11172,,,,,,,15278.166294737088,1378.880612,473705.4248,101374.54715920248,3986.052903,788665.7066,,,,,,,,,,,,,12231.470109946124,20.11441443,64670.02991,,,,346.7590504
11/21/2022,11/27/2022,48,2022,17,0,19063.69848,0,877.6627481659673,1705.024561,9942.257737,610.3416407321695,-118.5797406,19764.45036,,,,,,,9528.332074017322,2100.408462,5836.778922,6706.041085,1242.155561,106296.1711,,,,,,,20500.93250337935,1268.569768,347251.8835,75677.94215102484,3221.485258,697724.415,,,,,,,,,,,,,14978.618949847929,684.4739826,124141.522,,,,242.0858908
11/28/2022,12/4/2022,49,2022,13,1,23056.56547,0,2331.643712845435,1978.205304,8430.704902,339.0891523068763,-254.7729601,-15782.79637,,,,,,,11618.553052545289,1354.415691,8410.102003,13672.390584795216,965.3661696,83220.27439,,,,,,,38849.36556119569,367.1419725,622369.2487,26767.937761977966,2558.220687,726075.7032,,,,,,,,,,,,,14036.112333937654,273.3169714,330241.8031,,,,518.0371661
12/5/2022,12/11/2022,50,2022,19,0,14472.35234,0,987.7019624261177,2215.14998,11062.21017,2686.2515690777877,61.48419901,29099.80526,,,,,,,10992.722632147053,4770.253219,14308.56294,14538.238490209224,826.6728375,126416.7681,,,,,,,33349.275062796034,1352.288438,463222.7178,27284.128443203226,2792.673016,194373.6568,,,,,,,,,,,,,12311.667769576243,187.1687492,143425.4908,,,,364.4277688
12/12/2022,12/18/2022,51,2022,13,0,20087.95195,0,1845.623379290822,1815.739294,7736.061103,2626.781167224935,59.69171608,8804.190185,,,,,,,7297.498093573906,4229.365585,10158.67058,10858.226049972302,565.7153864,97345.88908,,,,,,,19482.517407917658,998.0045406,289824.7711,66413.04832,2177.655646,440130.404,,,,,,,,,,,,,11945.36353598479,509.2834505,111729.8844,,,,475.8950949
12/19/2022,12/25/2022,52,2022,12,1,21146.94504,0,1488.0648627024682,2988.057948,9799.955041,1548.2956940202623,-79.57416692,18085.75018,,,,,,,10668.946517400367,3444.677146,7932.439493,6159.460691518538,977.4322678,40678.40018,,,,,,,14509.169219025534,663.6898483,439559.0201,66028.32975057507,2077.793529,675632.2143,,,,,,,,,,,,,12034.293799683704,217.8737436,4544.8842,,,,261.0385248
12/26/2022,1/1/2023,1,2023,11,0,19914.38291,0,1865.2006310490783,3462.690358,8369.035731,3114.7194975545167,-7.886740702,24340.50382,,,,,,,10013.52324848643,3615.739364,6769.270581,1999.7972060993397,47.62706412,31255.7927,,,,,,,42665.07619014487,1112.647531,391092.0076,18384.390409083782,3326.025786,663274.8345,,,,,,,,,,,,,9925.989792371907,118.2873839,66278.03035,,,,284.145463
1/2/2023,1/8/2023,2,2023,14,1,30145.94231,0,2226.0476269353685,3146.675142,11325.94495,4029.668503,73.20017852,17145.99414,,,,,,,12385.270707219883,4803.536767,14781.31495,5453.659127,903.511051,221732.2358,,,,869.7446170489563,-297.162297,4163.61643,26095.956810320975,2514.014122,502083.565,22482.341745512884,3523.488873,493949.5257,,,,,,,,,,,,,6489.642385164365,104.3278109,51418.27295,,,,561.2364553
1/9/2023,1/15/2023,3,2023,16,0,23126.64232,0,1706.2697867893623,3494.504823,14745.61867,2663.6264065817977,30.26030753,-971.2831519,,,,,,,16327.408884721774,5377.455759,14687.70412,15533.85124044985,689.9795462,187965.8076,,,,,,,35855.52821711661,766.668424,361107.8239,27911.814793889647,3173.214038,344298.6209,,,,,,,,,,,,,14055.78741751309,310.8048747,90296.51885,,,,553.6673889
1/16/2023,1/22/2023,4,2023,11,0,17542.84431,0,2864.746645862847,2801.261816,12854.53438,,,,,,,,,,17465.967546418535,6587.235068,28524.64038,6403.780000049881,446.8431411,109644.2043,,,,2637.507628833639,101.6233273,36458.64556,13993.448606758564,855.9076186,504447.9797,20952.35247307766,1444.772105,344625.1041,,,,,,,,,,,,,2864.341431210126,333.9797114,173396.1002,,,,624.5617309
1/23/2023,1/29/2023,5,2023,17,1,14930.43544,0,1403.4225737637412,3323.066785,11466.61969,,,,,,,,,,34207.00572113765,7849.496155,35073.95923,14822.096837412393,788.7544274,134904.7416,,,,5474.295511875605,165.7395006,39370.89883,15138.414865081975,1143.594284,382934.0666,23870.71291,2201.010355,314782.7532,,,,,,,,,,,,,15013.43348523688,199.673516,96260.77919,,,,387.0091063
1/30/2023,2/5/2023,6,2023,14,1,17292.09135,0,2615.6970686130944,3834.825125,56963.60872,1338.4293242173912,-107.9204955,88067.82437,,,,348.5951958467035,397.1251997,7799.248211,15281.514755418972,9729.014503,42461.02225,11766.994242855284,467.5265619,41196.28349,,,,4525.479169283259,1015.077575,41171.43391,19449.71743232087,1176.258114,638505.314,24333.136382706485,2562.639256,432997.9115,,,,,,,,,,,,,15448.038097362098,641.0840551,135254.7279,,,,565.2502114
2/6/2023,2/12/2023,7,2023,15,0,14561.02644,0,2956.4834968553696,4082.983415,35012.40529,2640.068461343481,-38.77586522,30561.15525,,,,168.46485236509835,301.4968942,16285.37213,19955.221034055485,7855.57442,35536.20293,2321.695733678481,315.5278732,19916.78164,,,,6260.397682732958,-101.8539641,72422.61453,16389.68986179161,1456.422879,261914.2607,47026.40221863489,1367.74101,496040.7923,,,,,,,,,,,,,3261.5595839072707,162.4452771,11838.46514,,,,360.3972698
2/13/2023,2/19/2023,8,2023,15,1,17466.38753,0,2711.241176810652,2988.503883,7149.460534,,,,,,,,,,15286.973302102735,7025.404469,32382.87403,9617.032130188598,1902.249929,82398.82209,,,,6595.967484744811,1466.051449,34125.86492,13658.46591849342,664.7981997,145805.2261,24305.940008199683,3339.964732,562211.7839,,,,,,,,,,,,,11011.71039070791,0.070221104,97654.69254,,,,421.3324903
2/20/2023,2/26/2023,9,2023,14,0,15445.81282,0,663.7564773986502,3836.638253,13210.69933,,,,,,,,,,20814.907940699995,4718.223455,19896.16495,8852.930909928606,139.4121075,10634.7257,,,,3220.9559596095405,-213.6170277,1739.714117,13003.906991744814,909.6633741,178820.3153,44873.69399047604,3099.576818,530848.0273,,,,,,,,,,,,,7113.686317130605,142.5782083,10567.25779,,,,484.2943311
2/27/2023,3/5/2023,10,2023,16,0,12708.17471,0,1923.6105863134655,2650.910603,9401.46525,,,,,,,,,,23729.997686503542,8970.190669,21222.34786,13223.323662203537,389.3487465,8993.569715,,,,3754.9747006490843,291.3418146,7924.605685,8311.15585,672.2023305,142115.5776,50994.06094091988,3954.772426,883582.8818,,,,,,,,,,,,,8541.148180316786,48.95179389,-41246.62295,,,,366.1247797
3/6/2023,3/12/2023,11,2023,12,1,,0,994.2326818088934,3962.886857,14190.946,,,,,,,,,,23813.897884730784,8256.51215,25709.00558,10826.513227103173,136.9406013,4200.055682,,,,2680.857480101243,140.1609315,19443.97498,14720.29322368324,554.9033774,110965.6167,37279.28513772259,1782.086134,739288.2164,,,,,,,,,,,,,6003.549427920045,-47.12096907,5704.595702,,,,363.7904844
3/13/2023,3/19/2023,12,2023,13,0,,0,2526.0764992853333,2333.498304,10080.14358,,,,,,,,,,10515.311664065128,8496.860706,16305.08398,5181.909150371472,-29.13856642,3569.541648,,,,1158.3833545239213,541.9561876,15390.25871,10837.339694806426,884.5598588,44858.4603,34865.55232822732,1887.520675,736649.2551,,,,,,,,,,,,,8000.441179,21.16676331,39656.27598,,,,535.5575999
3/20/2023,3/26/2023,13,2023,19,0,,0,1498.4501684106006,3837.828415,9639.918026,,,,,,,,,,23486.254783117718,8511.714096,19727.39652,8743.074984820545,155.8642587,9414.157181,,,,2006.804106,576.7550885,16511.0371,15971.089560082244,692.0426265,186967.826,38420.70070711318,3124.904665,619041.2269,,,,,,,,,,,,,6696.1426378618135,188.1596913,-38394.42206,,,,490.4860667
3/27/2023,4/2/2023,14,2023,20,1,,0,2081.7957156865473,3767.519785,11884.08561,,,,,,,,,,18443.428311189975,6579.695954,20422.17619,6650.692149148124,5.524720291,6175.127259,,,,5502.605053093565,411.5305046,16541.5821,16638.415560032077,756.6073974,138330.0528,35467.76099710251,2664.378232,376020.0293,,,,,,,,,,,,,7332.068973884855,-169.4252704,155063.4714,,,,302.4478299
4/3/2023,4/9/2023,15,2023,14,1,,0,1314.9050844540698,3632.481242,11963.49837,,,,,,,,,,6097.382029655784,10660.82463,31200.11788,6319.823081406799,26.90118246,1431.758799,,,,1088.603188382469,-312.4281102,13140.08927,14221.028398461192,206.2648242,115910.9668,35815.18572281602,2149.835974,660098.6494,,,,,,,,,,,,,4248.627027189296,194.4511963,105411.2133,,,,474.0896812
4/10/2023,4/16/2023,16,2023,14,0,,0,1017.7182681160537,2203.435319,10804.42332,,,,,,,,,,31035.043819646962,6880.839786,27755.62711,9091.989084,-160.4725805,11460.20085,,,,5617.4160850282515,-479.2646282,34910.35189,13761.634978358366,500.2897221,140772.9999,14290.565466730639,1573.759659,683144.8486,,,,,,,,,,,,,628.8668326249698,-203.6713649,76630.45076,,,,293.7416574
4/17/2023,4/23/2023,17,2023,17,1,,0,2277.1316107579187,4127.364869,8452.451053,,,,,,,,,,29887.449355759683,10396.29349,18954.69884,10574.322089761008,280.4406887,14760.85166,,,,1813.6757691182734,1727.8966,33905.19133,14872.073201949886,522.1070713,184914.2885,42318.54352,2113.285083,507168.3886,,,,,,,,,,,,,3546.955138407539,-57.08050892,24661.07585,,,,306.5954371
4/24/2023,4/30/2023,18,2023,15,1,,0,2114.5511970775324,2678.224644,13564.27741,,,,,,,,,,18689.99813335533,6672.150008,31167.92033,2687.893385657078,10.10802976,-1999.442688,,,,4807.916279197915,42.32426386,61857.46383,8780.841100311096,186.6014377,105305.7877,30910.630608507356,3720.89548,1076923.699,,,,,,,,,,,,,11650.269633906242,-206.0925127,-78152.61637,,,,418.2670491
5/1/2023,5/7/2023,19,2023,12,1,,0,1681.3134847549356,3892.366264,16537.62857,,,,,,,,,,18528.911688837492,13819.32712,27388.80823,7249.901590091588,146.0365275,5513.143927,,,,5397.653514531621,1007.867317,68362.23221,6139.865997072264,208.1606555,76800.82824,52379.47171744433,2371.297993,492732.0994,,,,,,,,,,,,,3351.2147252116624,226.9152302,94974.77787,,,,354.8628269
5/8/2023,5/14/2023,20,2023,13,1,,0,1764.3573817205843,3133.1473,11413.55605,,,,,,,,,,16522.344424020535,6719.815775,26643.50708,4353.5281313252235,-25.62144109,-1356.317537,,,,12392.195164156768,-37.02802725,69759.33884,12267.04885392176,598.83713,23040.33827,15672.94943498638,2893.359702,722895.6131,,,,,,,,,,,,,4050.0528712784094,-48.09270878,-11976.06083,,,,575.4027147
5/15/2023,5/21/2023,21,2023,18,0,,0,1554.5289654596854,3213.447907,9510.845559,,,,,,,,,,16715.215806144653,8644.155749,32671.93874,3315.748005,176.0370603,8085.34732,,,,5711.332036364057,349.6683305,48957.22079,4227.981829,739.8952788,-5114.015832,31391.814129762275,2261.063023,738195.9263,,,,,,,,,,,,,11111.70665998512,-13.86891543,-13803.8353,,,,378.2224176
5/22/2023,5/28/2023,22,2023,18,0,,0,515.6725974880682,3657.659636,11523.52996,,,,,,,,,,23440.250404709328,10159.57074,26923.96734,4469.241981,-21.94197969,-292.7960836,,,,3740.275612175481,49.93365835,33414.22421,4195.973719042944,73.8356244,67618.50353,13503.929351607834,1319.813633,288904.7457,,,,,,,,,,,,,11197.240500205977,126.7377506,38710.44103,,,,639.9114617
5/29/2023,6/4/2023,23,2023,11,0,,0,1722.3864475003293,3504.298556,8239.79231,,,,,,,,,,27139.36653190545,10255.99224,20784.71777,7924.953396854394,83.17282174,11921.15198,,,,2780.6761280724877,360.4866828,18888.20301,12792.798756296124,21.8593211,-97766.43013,27893.73285,1590.747409,653930.2034,,,,,,,,,,,,,2241.4951911332005,-236.4534209,106630.187,,,,575.6875779
6/5/2023,6/11/2023,24,2023,13,1,,0,777.8038077246031,3087.868789,14036.46887,,,,,,,,,,17115.826153862792,8439.859167,23533.50573,9847.033678,251.0126356,2855.572695,,,,5377.746024666891,-1532.086985,21939.14409,5526.6996312564825,-166.7024256,75225.8692,28698.861356508733,1480.293638,449320.6432,,,,,,,,,,,,,1836.1369053499316,155.0515253,105018.7391,,,,597.183477
6/12/2023,6/18/2023,25,2023,13,1,,0,1456.2046384933205,3044.782091,13547.27923,,,,,,,,,,24764.83563219416,12487.63433,28189.55693,15061.275586950904,259.8713754,4581.58233,,,,4193.226803218762,208.9769805,20343.32625,11330.295083848761,405.6282066,94314.67106,14562.421842332555,1340.930623,262391.8389,,,,,,,,,,,,,11008.444917794126,281.3399462,85213.00444,,,,465.4845736
6/19/2023,6/25/2023,26,2023,17,1,,0,1618.5126683913809,3552.74214,11572.18163,,,,,,,,,,24316.78390837841,10322.65605,32980.89698,11471.23141165747,122.5626886,14495.06926,,,,3300.8243226146064,-581.1741455,14198.43079,9378.104779968537,164.4716276,95330.43814,25045.84101127948,2798.177257,697277.8437,,,,,,,,,,,,,1604.0066339820457,107.2289957,6985.065939,,,,556.327797
6/26/2023,7/2/2023,27,2023,12,1,,0,449.1902245938351,4374.086784,12069.7621,,,,,,,,,,30168.698096935954,7337.044525,24270.74712,6040.8896,-199.0959139,-91.16281977,,,,3857.2286129643285,282.5801373,9951.422984,17711.215661200447,97.84606214,51486.90653,23994.415629857947,2142.320762,714835.8323,,,,,,,,,,,,,4424.777961414489,-6.527965576,6472.911522,,,,567.9315848
7/3/2023,7/9/2023,28,2023,12,1,,0,2110.543835821437,4348.03635,13675.86663,,,,,,,,,,15432.80053274476,7644.034726,32341.62171,8708.456307898883,618.6926048,7087.147081,,,,6820.550663064612,-487.8209132,18947.18451,12492.163366711127,869.7805743,164106.9906,21015.91850111728,1925.928889,656687.8492,,,,,,,,,,,,,10122.886092746616,18.48980433,21264.38963,,,,399.828614
7/10/2023,7/16/2023,29,2023,19,1,,0,1466.1569626202313,2704.290968,13147.04469,,,,,,,,,,16045.259680361058,12718.00325,36757.97866,4602.9155114915975,375.8631352,1335.95546,,,,5974.2556960893935,-447.0676515,11871.78455,21462.969952402273,334.9975294,-31714.36055,37959.65607723194,2974.908374,737028.7305,,,,,,,,,,,,,,,,,,,568.216502
7/17/2023,7/23/2023,30,2023,13,1,,0,2353.560575,3518.16368,13748.90069,,,,,,,,,,28608.721770117103,11198.40451,33157.67668,6475.778874058653,190.6323681,11134.18135,,,,4202.8533574504645,-119.6130596,11917.89308,4178.589649877766,401.3446278,64312.07837,51569.64666813845,3806.847716,730606.1077,,,,,,,,,,,,,,,,,,,313.568825
7/24/2023,7/30/2023,31,2023,17,0,,0,1831.084147664862,3000.799766,13257.39365,,,,,,,,,,42914.53855232012,23613.32524,48947.76899,10148.970171407105,-77.78458347,13006.59764,,,,3440.7554901824947,-570.3122874,16394.11907,5478.754958945861,261.8925075,-28393.36729,60688.84057706334,2244.449535,615842.3021,,,,,,,,,,,,,,,,,,,544.8989851
7/31/2023,8/6/2023,32,2023,13,0,,0,1409.7771552977351,3122.14138,15014.13228,,,,,,,,,,22622.998348145047,20278.08381,49111.7071,5517.420402434162,82.97226491,1989.844669,,,,334.5386730639601,-246.2664206,3735.638475,8785.105543699665,1.097383884,41959.6564,23027.026296960874,2862.69003,684725.4232,,,,,,,,,,,,,,,,,,,694.0000179
8/7/2023,8/13/2023,33,2023,12,1,5678.454471,0,3809.9561898165834,4439.929629,13364.68971,,,,,,,,,,16456.506351577504,10577.74793,20612.43156,5768.266108,332.6224138,-984.0890435,,,,,,,3974.9289397929588,-183.1082832,94870.85037,20622.73655563722,1634.060124,656590.562,,,,,,,,,,,,,,,,,,,474.8791131
8/14/2023,8/20/2023,34,2023,14,1,33742.03626,0,3126.7410122027345,4378.097745,11908.86796,,,,,,,,,,23069.385427999463,9718.874641,21646.91278,11117.209933039821,925.8218965,21419.57966,,,,,,,6288.639682832042,437.1150125,223205.1133,43357.72941,1902.644885,675214.9886,,,,,,,,,,,,,,,,,,,831.6397609
8/21/2023,8/27/2023,35,2023,18,1,51447.93021,0,2310.6475586656757,3686.596826,18012.29665,,,,,,,,,,43119.673359033215,14943.38189,34258.67443,7912.411896707129,536.6613636,26589.49868,,,,,,,16565.02875693244,959.9734997,215205.0618,24614.783314015185,2677.527556,1039647.659,,,,,,,,,,,,,,,,,,,477.833468
8/28/2023,9/3/2023,36,2023,19,0,62147.20115,0,4775.623204219356,3429.661198,13256.71174,,,,,,,,,,8812.751583469602,15303.32877,34689.07288,13377.097863239549,642.4470424,17308.5328,,,,,,,13524.831871871478,776.0828736,187095.8323,85601.89111592736,3499.498675,890499.2239,,,,,,,,,,,,,,,,33487.481277762476,1487.860416,882792.8917,771.0876085
9/4/2023,9/10/2023,37,2023,19,0,36967.6357,0,4079.946201471729,2996.793105,14871.81347,,,,,,,,,,10834.491584143687,17075.34554,31179.85334,12584.00175109558,586.7593283,23710.19381,,,,,,,27630.91524268548,1126.98233,213445.126,71150.99464977658,5536.278272,869475.0833,,,,,,,,,,,,,,,,18735.501110576897,5798.348315,1463880.599,551.3799404
